BOOKING_ID,FIRST_BOOKING_STATUS,BOOKING_STATUS_CODE,BOOKING_STATUS_DESCRIPTION,BOOKING_STATUS,BOOK_TIMESTAMP,BOOK_DATE,ARRIVAL_DATE,DEPARTURE_DATE,GUARANTEE_BOOKING_INDICATOR,STAY_DURATION,LEADTIME,PARTY_NUMBER_OF_ADULTS,PARTY_NUMBER_OF_CHILDREN,PARTY_NUMBER_OF_BABIES,PARTY_NUMBER_OF_PETS,PAYMENT_AT_BOOKING,TYPE_OF_PARTY,LARS_FM_TAG,CANCELLATION_DATE,CANCELLATION_BLAME,CANCELLATION_REASON,CANCELLATION_REASON_DESCRIPTION,SELF_CANCELLATION_ALLOWED,CANCELLED_BY,CANCELLATION_REQUEST,CANCELLATION_REQUEST_DATE,FLEXIBLE_CANCELLATION,SALES_CANCEL_COST,APPLICABLE_CAMPAIGN,FREE_BOOKING_APPLICABLE,FINANCIAL_ENTITY,CHANNEL_SUB,CHANNEL_TYPE,CHANNEL,WEB_PARTNER_CODE_GROUPED,WEB_PARTNER_CODE,WEB_PARTNER_TYPE,WEB_PARTNER_NAME,WEB_PARTNER_PERCENT_COMMISSION,WEB_PARTNER_COMMISSION_TURNOVER,TRAVEL_AGENCY,ORIGINAL_BOOKING_ID,WEB_ORIGIN,DV_CODE,ACTION_CODE,ACTION_DV_CODE,ACTION_SUB_CODE,BOOKED_BY,CC_AGENT_NAME,BOOKING_BRAND,RA_CUSTOMER_COUNTRY,CUSTOMER_ID,CUSTOMER_CITY,CUSTOMER_COUNTRY_CODE,CUSTOMER_COUNTRY_NAME,CUSTOMER_LANGUAGE,CUSTOMER_ZIPCODE,CUSTOMER_LOYATY_POINTS,CUSTOMER_PANEL_MEMBER_INDICATOR,CUSTOMER_TYPE,CUSTOMER_CREATION_DATE,CUSTOMER_COUNTRY_GROUPED,AGENT_BOOKING,WELCOME_BACK_INDICATOR,INDICATOR_COMPLAINT,INDICATOR_SOS,REVIEW_RESULT,INDICATOR_GUESTBOOK,NPS_SCORE,REVIEW_DATE,ACCOMMODATION_CODE
275259198,,B-STD,Booking,BOOKING,2014-09-24,2014-09-24,2014-12-27,2015-01-03,0,7,94,2,2,0,0,,Family,,,,,,,,,,,,,,BVAG,INDIR-Affiliates-ER,Indirect,INDIR-Affiliates,eurorelais,eurorelais,Affiliate,Euro Relais (Amsterdam),,,,,,,,,,Online,,BV,BE,2717412,AARSCHOT,BE,Belgium,NL,3200,0.0,No,Partikulier,2012-08-02,BE,,Yes,,,,,,,DE-56814-22
474939000,,B-STD,Booking,BOOKING,2013-01-05,2013-01-05,2013-02-09,2013-02-13,0,4,35,2,0,0,0,,Couple,,,,,,,,,,,,,,BVAG,DIR-Direct-BaseDTI,Direct,DIR-Direct,,,,,,,,,nl.belvilla.be,direct-visit,,,,Online,,BV,NL,2754288,Maastricht,NL,Netherlands,NL,6214AD,0.0,No,Partikulier,2013-01-05,NL,,Yes,,,,,,,AT-9871-04
374796842,,B-STD,Booking,BOOKING,2012-05-09,2012-05-09,2012-05-18,2012-05-21,0,3,9,4,2,0,0,,Group with kids,,,,,,,,,,,,,,BVAG,INDIR-Affiliates-ER,Indirect,INDIR-Affiliates,eurorelais,eurorelais,Affiliate,Euro Relais (Amsterdam),,,,,,,,,,Online,,BV,NL,2400182,Amstelveen,NL,Netherlands,NL,1183PE,0.0,No,Partikulier,2012-05-09,NL,,Yes,,,,,,,BE-6690-04
1CWT718Y,,R-ANB,Cancellation (No payment),CANCELLED,2025-03-21,2025-03-21,2025-03-28,2025-03-31,0,3,7,2,0,0,0,0.0,Couple,NO,2025-03-24,Customer,NoPaymentCancellation,Customer did not make a payment,No,system,No,,No,0.0,,NO,BVAG,DIR-Direct-BaseDTI,Direct,DIR-Direct,,,,,0.0,0.0,,,www.belvilla.nl/new,SEO,,,,Online,,BV,NL,7886924,,NL,Netherlands,NL,,0.0,No,Partikulier,2025-03-21,NL,,Yes,,,,,,,NL-0013-03
376032627,,B-STD,Booking,BOOKING,2018-02-11,2018-02-11,2018-06-02,2018-06-16,0,14,111,5,0,0,0,,Group,,,,,,,,,,,,,,BVAG,DIR-SEA,Direct,DIR-SEA,,,,,,,,,www.belvilla.de,cpc|google|1.DE_B_corporate_mb||Belvilla-Ferienhäuser,,,,Online,,BV,DE,3092434,Dortmund,DE,Germany,DE,44229,0.0,No,Partikulier,2015-08-25,DE,,Yes,,,,,,,FR-11220-04
1UPJDV49,,B-STD,Booking,BOOKING,2020-08-27,2020-08-27,2020-08-30,2020-09-05,0,6,3,4,0,0,0,0.0,Group,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,airbnb,airbnb,Affiliate,Airbnb,0.0,0.0,,HM4BE4QZ8Q,,,,,,Online,,BV,DE,5204548,,DE,Germany,DE,,0.0,No,Partikulier,2020-08-27,DE,11079.0,Yes,,,,,,,AT-6542-07
1PU36C1M,,B-STD,Booking,BOOKING,2024-12-16,2024-12-16,2025-04-18,2025-04-25,0,7,123,6,4,0,0,0.0,Group with kids,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,airbnb,airbnb,Affiliate,Airbnb,0.0,0.0,,HM98H2EDC9,,,,,,Online,,BV,DE,7745527,,DE,Germany,DE,,0.0,No,Partikulier,2024-12-16,DE,,Yes,,,,,,,BE-0026-34
18TUB46X,,B-AZV,Cancellation without insurance,CANCELLED,2025-01-08,2025-01-08,2025-05-08,2025-05-11,0,3,120,6,0,0,0,1.0,Group,NO,2025-01-10,Customer,BookingComCancellation,Cancellation through Booking.com,No,,No,,No,0.0,Free Cancellation Campaign - 43 day without HO opt-in,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,booking,booking,Affiliate,Booking.com,12.0,0.0,,4756810383_1,,,,,,Online,,BV,NL,7781329,Oostelbeers,NL,Netherlands,NL,5091ke,0.0,No,Partikulier,2025-01-08,NL,,Yes,,,,,,,BE-4190-59
13SL72PV,,B-STD,Booking,BOOKING,2022-04-18,2022-04-18,2022-04-22,2022-04-26,0,4,4,3,0,0,0,0.0,Group,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,campaya,campaya,Affiliate,Campaya Aps,12.0,323.94,,,,,,,,Online,,BV,IT,6214931,Cerignola,IT,Italy,IT,71042,0.0,No,Partikulier,2022-04-18,Other,,Yes,,,,,,,IT-01016-11
175749951,,B-STD,Booking,BOOKING,2017-01-18,2017-01-18,2017-07-29,2017-08-05,0,7,192,4,0,0,1,,Group,,,,,,,,,,,,,,BVAG,INDIR-Affiliates-ER,Indirect,INDIR-Affiliates,eurorelais,eurorelais,Affiliate,Casamundo GmbH (Eurorelais),,,,,,,,,,Online,,BV,BE,4250653,Aalst,BE,Belgium,NL,9300,0.0,No,Partikulier,2017-01-18,BE,,Yes,,,,,,,BE-8340-13
1CXYPL1D,,B-STD,Booking,BOOKING,2025-07-31,2025-07-31,2025-08-09,2025-08-10,0,1,9,2,0,0,0,0.0,Couple,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,airbnb,airbnb,Affiliate,Airbnb,0.0,0.0,,HMMYT5PZPQ,,,,,,Online,,NONOVH-IND,IN,8052647,,IN,,EN,,0.0,No,Partikulier,2025-07-31,Other,,Yes,,,,,,,IN-00008-12
1TDBKHZJ,,B-AZV,Cancellation without insurance,CANCELLED,2025-03-29,2025-03-29,2025-05-30,2025-06-03,0,4,62,2,0,0,0,1.0,Couple,NO,2025-04-24,Customer,BookingComCancellation,Cancellation through Booking.com,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,booking,booking,Affiliate,Booking.com,12.0,1593.67,,4319123918_1,,,,,,Online,,BV,IT,7895901,,IT,Italy,IT,,0.0,No,Partikulier,2025-03-29,Other,,Yes,,,,,,,ES-35660-43
875770647,,B-STD,Booking,BOOKING,2017-02-08,2017-02-08,2017-02-20,2017-02-24,0,4,12,3,2,0,2,,Group with kids,,,,,,,,,,,,,,BVAG,DIR-SEA,Direct,DIR-SEA,,,,,,,,,www.belvilla.nl,cpc|google|MetKinderenOpVakantie,,,,Online,,BV,NL,4265269,Zwolle,NL,Netherlands,NL,8043HT,0.0,No,Partikulier,2017-02-08,NL,,Yes,,,,,,,NL-6114-21
875519065,,B-STD,Booking,BOOKING,2016-01-27,2016-01-27,2016-07-16,2016-07-23,0,7,171,4,0,0,1,,Group,,,,,,,,,,,,,,BVAG,DIR-Referrers-Labeled,Direct,DIR-Referrers,,,,,,,,,www.topictravel.nl,referral-l|tradetracker_NL|tradetracker_nl_tt||feed_,,,,Online,,TT,NL,4094204,Doetinchem,NL,Netherlands,NL,7006KT,0.0,No,Partikulier,2016-01-27,NL,,Yes,,,8.2,Yes,8.0,2016-08-10,CZ-39175-04
1FWA71XE,,B-STD,Booking,BOOKING,2025-07-26,2025-07-26,2025-07-26,2025-07-27,0,1,0,2,0,0,0,0.0,Couple,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,airbnb,airbnb,Affiliate,Airbnb,0.0,0.0,,HMEJ9WCNC3,,,,,,Online,,NONOVH-IND,IN,8045785,,IN,,EN,,0.0,No,Partikulier,2025-07-26,Other,,Yes,,,,,,,IN-00003-50
1HHSJRXZ,,R-AZV,Reservation Cancellation,CANCELLED,2022-07-15,2022-07-15,2022-11-07,2022-11-10,0,3,115,5,0,0,0,0.0,Group,NO,2022-07-16,Customer,,Not classified,No,ravindraj,No,,No,0.0,Free Cancellation Campaign - 43 day without HO opt-in,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,Holidu_all,holidu1,Affiliate,Holidu GmbH,12.0,0.0,,,www.belvilla.de,,,,,Online,,BV,DE,6386231,,DE,Germany,DE,,0.0,No,Partikulier,2022-07-15,DE,1044562.0,Yes,,,,,,,DMS02134-FYD
976180774,,B-STD,Booking,BOOKING,2018-08-28,2018-08-28,2019-06-30,2019-07-06,0,6,306,2,2,0,0,,Family,,,,,,,,,,,,,,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,booking,booking,Affiliate,Booking.com,,,,1995278703,,,,,,Online,,BV,AT,4563604,Pischelsdorf an der LeithA,AT,Austria,DE,2434,0.0,No,Partikulier,2018-08-28,Other,11079.0,Yes,,,,,,,AT-9413-01
1NYRRQE9,,B-STD,Booking,BOOKING,2022-03-03,2022-03-03,2022-07-01,2022-07-03,0,2,120,12,0,0,0,1.0,Group,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,booking,booking,Affiliate,Booking.com,12.0,1055.59,,2554995578,,,,,,Online,,BV,BE,6136245,Ravels,BE,Belgium,NL,,0.0,No,Partikulier,2022-03-03,BE,,Yes,,,,,,,BE-0271-01
1CR5G2HV,,R-ANB,Cancellation (No payment),CANCELLED,2023-03-14,2023-03-14,2023-09-22,2023-09-24,0,2,192,6,0,2,1,0.0,Group with kids,NO,2023-03-30,Customer,NoPaymentCancellation,Customer did not make a payment,No,system,No,,No,0.0,Free Cancellation Campaign - 43 day without HO opt-in,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,HomeToGo,HomeToGo,Affiliate,,12.5,414.67,,HOMETOGO,,,,,,Online,,BV,DE,6770295,Bonn,DE,Germany,DE,53121,0.0,No,Partikulier,2023-03-14,DE,,Yes,,,,,,,NL-8464-01
1VWVA6EB,,B-AZV,Cancellation without insurance,CANCELLED,2022-08-31,2022-08-31,2022-09-04,2022-09-11,0,7,4,2,0,0,0,0.0,Couple,NO,2022-09-04,Customer,AirbnbCancellation,Cancellation through Airbnb,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,airbnb,airbnb,Affiliate,Airbnb,0.0,0.0,,HM99ZHX3WP,,,,,,Online,,BV,BE,6468781,,BE,Belgium,EN,,0.0,No,Partikulier,2022-08-31,BE,,Yes,,,,,,,ES-35500-04
775476769,,O-VV,Option expired,,2015-12-01,2015-12-01,2016-03-04,2016-03-06,0,2,94,12,0,0,0,,Group,,,,,,,,,,,,,,BVAG,INDIR-TravelAgency,Indirect,INDIR-TravelAgency,tc_personeel,tc_personeel,Travel Agency,Thomas Cook Personeelsboekingen,,,Thomas Cook,,nl.belvilla.org,,,,,Online,,BV,GB,4067138,roeselare,GB,United Kingdom,NL,8800,0.0,No,Partikulier,2015-12-01,Other,,Yes,,,,,,,BE-8980-05
876145720,,B-STD,Booking,BOOKING,2018-07-13,2018-07-13,2018-08-17,2018-08-19,0,2,35,8,0,0,0,,Group,,,,,,,,,,,,,,BVAG,DIR-Direct-BaseDTI,Direct,DIR-Direct,,,,,,,,,www.belvilla.nl,direct-visit,,,,Online,,BV,NL,4536289,Rotterdam,NL,Netherlands,NL,3061AD,0.0,No,Partikulier,2018-07-13,NL,,Yes,,,,,,,NL-7497-01
1KKFNLA3,,R-ANB,Cancellation (No payment),CANCELLED,2023-01-31,2023-01-31,2023-02-01,2023-02-04,0,3,1,2,0,0,0,0.0,Couple,NO,2023-01-31,Customer,NoPaymentCancellation,Customer did not make a payment,No,system,No,,No,0.0,,NO,BVAG,DIR-Direct-BaseDTI,Direct,DIR-Direct,,,,,0.0,0.0,,,www.belvilla.fr/new,SEO,,,,Online,,BV,FR,5586085,SaintMalo,FR,France,FR,35430,0.0,No,,,Other,,Yes,,,,,,,HR-00047-91
275707616,,R-AZV,Reservation Cancellation,CANCELLED,2016-11-17,2016-11-17,2017-08-26,2017-09-09,0,14,282,2,0,0,0,,Couple,,2016-11-17,Customer,,,,,,,,,,,BVAG,DIR-CS,Direct,DIR-CS,,,,,,,,,www.belvilla.nl,csc-booking,,,,Phone,Michelle de la Haije,BV,NL,3390886,NORG,NL,Netherlands,NL,9331VE,0.0,No,Partikulier,2013-06-25,NL,912997.0,Yes,,,,,,,IT-06031-12
175836683,,R-ANB,Cancellation (No payment),CANCELLED,2017-05-12,2017-05-12,2017-05-15,2017-05-19,0,4,3,40,0,0,0,,Group XXL,,2017-05-13,,,,,,,,,,,,BVAG,DIR-Direct-BaseDTI,Direct,DIR-Direct,,,,,,,,,fr.ardennes-relais.be,direct-visit,,,,Online,,AR,FR,4311461,strasbourg,FR,France,FR,67000,0.0,No,Partikulier,2017-05-12,Other,,Yes,,,,,,,BE-5377-61
176055176,,B-STD,Booking,BOOKING,2018-03-11,2018-03-11,2018-05-22,2018-05-25,0,3,72,4,0,0,0,,Group,,,,,,,,,,,,,,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,booking,booking,Affiliate,Booking.com,,,,1257968826,,,,,,Online,,BV,DE,4466674,Overath,DE,Germany,DE,51491,0.0,No,Partikulier,2018-03-11,DE,,Yes,,,,,,,NL-4424-14
374983592,,B-STD,Booking,BOOKING,2013-02-24,2013-02-24,2014-03-01,2014-03-08,0,7,370,11,10,0,0,,Group XXL,,,,,,,,,,,,,,BVAG,DIR-CCC,Direct,DIR-CCC,,,,,,,,,www.belvilla.nl,,,,,Phone,Laura Beemer,BV,NL,2902259,Boxmeer,NL,Netherlands,NL,5831MZ,0.0,No,Partikulier,2014-04-18,NL,,Yes,,,,,,,AT-5651-06
1EF1GUGF,,B-STD,Booking,BOOKING,2025-04-26,2025-04-26,2025-05-28,2025-06-01,0,4,32,4,0,0,0,0.0,Group,NO,,,,,No,,No,,No,0.0,,NO,BVAG,DIR-Direct-BaseDTI,Direct,DIR-Direct,,,,,0.0,0.0,,,www.belvilla.at/new,SEO,,,,Online,,BV,DE,7928336,,DE,Germany,DE,,0.0,No,Partikulier,2025-04-26,DE,1046284.0,Yes,,,,,,,OSB031075-EYA
11FZ949B,,R-ANB,Cancellation (No payment),CANCELLED,2023-04-01,2023-04-01,2024-02-03,2024-02-10,0,7,308,11,1,0,0,0.0,Group with kids,NO,2023-04-07,Customer,NoPaymentCancellation,Customer did not make a payment,No,system,No,,No,0.0,Free Cancellation Campaign - 43 day without HO opt-in,NO,BVAG,DIR-CS,Direct,DIR-CS,,,,,0.0,0.0,,,www.belvilla.nl,csc-booking,,,,Phone,Mohdfaisal Wv,BV,NL,6797394,Apeldoorn,NL,Netherlands,NL,7311DR,0.0,No,Partikulier,2023-04-01,NL,11079.0,Yes,,,,,,,AT-5771-76
1SPE8YZV,,B-STD,Booking,BOOKING,2022-07-10,2022-07-10,2022-07-30,2022-08-07,0,8,20,2,0,0,0,0.0,Couple,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,HomeToGo,HomeToGo,Affiliate,HomeToGo GmbH,12.5,1649.89,,HOMETOGO,,,,,,Online,,BV,DE,6375336,Wittenberge,DE,Germany,DE,19322,0.0,No,Partikulier,2022-07-10,DE,,Yes,,,,,,,NL-3911-29
1WQQC8JA,,B-STD,Booking,BOOKING,2021-12-19,2021-12-19,2022-01-03,2022-01-07,0,4,15,4,2,1,0,0.0,Group with kids,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,HomeToGo,HomeToGo,Affiliate,HomeToGo GmbH,12.5,295.02,,HOMETOGO,,,,,,Online,,BV,NL,6001797,Zwolle,NL,Netherlands,NL,8012TW,0.0,No,Partikulier,2021-12-19,NL,,Yes,,,,,,,NL-1759-696
1HPMVSM3,,B-STD,Booking,BOOKING,2022-05-04,2022-05-04,2022-05-30,2022-06-13,0,14,26,2,0,0,0,0.0,Couple,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,HomeToGo,HomeToGo,Affiliate,HomeToGo GmbH,12.5,880.53,,HOMETOGO,,,,,,Online,,BV,DE,6243114,Düren,DE,Germany,DE,52353,0.0,No,Partikulier,2022-05-04,DE,,Yes,,,,,,,NL-1796-52
16F4R9X3,,B-STD,Booking,BOOKING,2025-10-12,2025-10-12,2025-10-17,2025-10-19,0,2,5,2,0,0,0,1.0,Couple,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,booking,booking,Affiliate,Booking.com,12.0,384.31,,5501059261_1,,,,,,Online,,BV,NL,8147069,.,NL,Netherlands,NL,,0.0,No,Partikulier,2025-10-12,NL,,Yes,,,,,,,NL-7351-37
19UT2MDL,,B-STD,Booking,BOOKING,2024-01-22,2024-01-22,2024-03-22,2024-03-25,0,3,60,11,0,0,0,1.0,Group,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,booking,booking,Affiliate,Booking.com,12.0,890.91,,4093781035_1,,,,,,Online,,BV,DE,7251282,Schmelz,DE,Germany,DE,,0.0,No,Partikulier,2024-01-22,DE,,Yes,,,,,,,DE-56766-03
11T9KQMN,,B-STD,Booking,BOOKING,2022-06-17,2022-06-17,2022-08-19,2022-08-26,0,7,63,7,1,0,0,0.0,Group with kids,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,airbnb,airbnb,Affiliate,Airbnb,0.0,0.0,,HMNBF8A4W5,,,,,,Online,,BV,DE,6331689,,DE,Germany,DE,,0.0,No,Partikulier,2022-06-17,DE,,Yes,,,,,,,NL-1759-32
1566838,,B-STD,Booking,BOOKING,2014-06-14,2014-06-14,2014-09-06,2014-09-20,0,14,84,0,0,0,0,,Other,,,,,,,,,,,,,,BVAG,DIR-CCC,Direct,DIR-CCC,,,,,,,,,,,,,,Phone,System,TT,,3431590,RIDDERKERK,NL,Netherlands,NL,2984AT,0.0,No,Partikulier,2013-05-17,NL,,Yes,,,,,,,FR-83240-10
375868633,,O-VV,Option expired,,2017-07-03,2017-07-03,2018-06-01,2018-06-22,0,21,333,4,0,0,1,,Group,,,,,,,,,,,,,,BVAG,DIR-SEA,Direct,DIR-SEA,,,,,,,,,www.topictravel.nl,cpc|google|1.NL_B_Generic_Exact||Op-zoek-naar-een-vakantiehuis?-Topic-Travel-Vakantiehuis,,,,Online,,TT,NL,4326630,Eindhoven,NL,Netherlands,NL,5658LM,0.0,No,,,NL,955302.0,Yes,,,,,,,ES-03726-11
775878127,,B-STD,Booking,BOOKING,2017-07-17,2017-07-17,2017-07-30,2017-08-13,0,14,13,2,0,0,0,,Couple,,,,,,,,,,,,,,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,E-dom/touristonline,touriston2015,Affiliate,Tourist-online.de GmbH,,,,,www.belvilla.de,,,,,Phone,Phone,BV,DE,4336155,Obersülzen,DE,Germany,DE,67271,0.0,No,Partikulier,2017-07-08,DE,10053.0,Yes,,,,,,,DE-98544-02
13HH71RH,,B-STD,Booking,BOOKING,2023-11-22,2023-11-22,2023-12-23,2023-12-27,0,4,31,1,2,0,0,0.0,Family,NO,,,,,No,,No,,No,0.0,,NO,BVAG,DIR-Direct-BaseDTI,Direct,DIR-Direct,,,,,0.0,0.0,,,www.belvilla.nl/new,SEO,,,,Online,,BV,NL,7146335,,NL,Netherlands,NL,,0.0,No,,,NL,10053.0,Yes,,,,,,,DE-59955-424
11D5RTVM,,P-WOB,PreBooking,,2020-04-28,2020-04-28,2021-03-29,2021-04-02,0,4,335,2,4,0,0,0.0,Family,NO,,,,,No,,No,,No,0.0,,NO,BVAG,DIR-Direct-BaseDTI,Direct,DIR-Direct,,,,,0.0,0.0,,,,,,,,Online,,BV,DE,5006170,Berlin,DE,Germany,DE,14169,0.0,No,Partikulier,2020-02-17,DE,921305.0,Yes,,,,,,,IT-58050-04
75015581,,O-VV,Option expired,,2013-04-09,2013-04-09,2013-04-29,2013-05-03,0,4,20,8,0,0,0,,Group,,,,,,,,,,,,,,BVAG,DIR-CCC,Direct,DIR-CCC,,,,,,,,,www.belvilla.nl,,,,,Phone,Seruni Kain,BV,NL,2792491,Rotterdam,NL,Netherlands,NL,3037AV,0.0,No,Partikulier,2013-04-09,NL,,Yes,,,,,,,FR-84800-44
475402109,,B-STD,Booking,BOOKING,2015-07-14,2015-07-14,2015-08-22,2015-09-05,0,14,39,2,0,0,1,,Couple,,,,,,,,,,,,,,BVAG,DIR-CS,Direct,DIR-CS,,,,,,,,,www.topictravel.nl,csc-booking,,,,Phone,Sterre van Graafeijland,TT,NL,4019421,OOST WEST EN MIDDELBEERS,NL,Netherlands,NL,5091SK,0.0,No,Partikulier,2015-07-14,NL,,Yes,,,,,,,FR-46250-23
675624755,,B-STD,Booking,BOOKING,2016-07-03,2016-07-03,2016-08-19,2016-08-26,0,7,47,2,0,0,0,,Couple,,,,,,,,,,,,,,BVAG,INDIR-Affiliates-ER,Indirect,INDIR-Affiliates,eurorelais,eurorelais,Affiliate,Euro Relais (Amsterdam),,,,,,,,,,Online,,BV,NL,4164777,Huissen,NL,Netherlands,NL,6852BV,0.0,No,Partikulier,2016-07-03,NL,,Yes,,,,,,,NL-9514-13
1ESLX5TH,,B-STD,Booking,BOOKING,2023-12-13,2023-12-13,2024-02-23,2024-02-25,0,2,72,10,0,0,0,0.0,Group,NO,,,,,No,,No,,No,0.0,,NO,BVAG,DIR-Direct-BaseDTI,Direct,DIR-Direct,,,,,0.0,0.0,,,nl.belvilla.be/new,SEO,,,,Online,,BV,BE,6073609,Oostrozebeke,BE,Belgium,NL,8780,0.0,No,,,BE,,Yes,,,,,,,BE-8430-43
1BV98GSJ,,B-AZV,Cancellation without insurance,CANCELLED,2020-10-24,2020-10-24,2020-12-20,2021-01-03,0,14,57,3,0,0,0,0.0,Group,YES,2020-12-04,Customer,Other,COVID Cancellation,No,internet,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,booking,booking,Affiliate,Booking.com,12.0,2172.58,,2499163747,,,,,,Online,,BV,AT,5254722,Wien,AT,Austria,DE,1100,0.0,No,Partikulier,2020-10-24,Other,,Yes,,,,,,,AT-5541-55
975725509,,B-AMV,Cancellation with insurance,CANCELLED,2016-12-25,2016-12-25,2017-06-03,2017-06-17,0,14,160,2,0,0,0,,Couple,,2017-05-29,Customer,,,,,,,,,,,BVAG,DIR-SEO,Direct,DIR-SEO,,,,,,,,,www.belvilla.nl,seo|googlenl,,,,Online,,BV,NL,2182179,roden,NL,Netherlands,NL,9302ag,0.0,No,Partikulier,2010-01-16,NL,,Yes,,,,,,,FR-02220-01
1VUYA4JF,,B-STD,Booking,BOOKING,2021-08-14,2021-08-14,2022-03-18,2022-03-20,0,2,216,6,0,0,0,1.0,Group,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,booking,booking,Affiliate,Booking.com,12.0,725.93,,3554558449,,,,,,Online,,BV,BE,5577403,Moerbeke-Waas,BE,Belgium,NL,9180,0.0,No,Partikulier,2021-08-14,BE,,Yes,,,,,,,BE-4960-43
975516993,,R-AZV,Reservation Cancellation,CANCELLED,2016-01-25,2016-01-25,2016-01-25,2016-02-01,0,7,0,9,0,0,0,,Group,,2016-01-25,Customer,,,,,,,,,,,BVAG,DIR-SEA,Direct,DIR-SEA,,,,,,,,,www.belvilla.nl,sea|google|Nederland-destination-NLD,,,,Online,,BV,NL,2150223,Veenendaal,NL,Netherlands,NL,3902KK,0.0,No,Partikulier,2009-08-17,NL,,Yes,,,,,,,NL-3221-17
1Q2W8YGY,,B-STD,Booking,BOOKING,2025-08-12,2025-08-12,2025-09-24,2025-09-27,0,3,43,3,0,0,0,1.0,Group,NO,,,,,No,,No,,No,0.0,,NO,BVAG,INDIR-Affiliates-Not@L,Indirect,INDIR-Affiliates,booking,booking,Affiliate,Booking.com,12.0,272.15,,5662329681_1,,,,,,Online,,BV,DE,8068722,.,DE,Germany,DE,,0.0,No,Partikulier,2025-08-12,DE,1044562.0,Yes,,,,,,,DE-94234-32
1541185,,B-STD,Booking,BOOKING,2012-12-17,2012-12-17,2013-06-08,2013-06-22,0,14,173,0,0,0,0,,Other,,,,,,,,,,,,,,BVAG,DIR-CCC,Direct,DIR-CCC,,,,,,,,,,,,,,Phone,System,TT,,3426037,Kapellen,BE,Belgium,NL,2950,0.0,No,Partikulier,2013-06-25,BE,,Yes,,,,,,,FR-07110-12
675741345,,B-STD,Booking,BOOKING,2017-01-11,2017-01-11,2017-08-12,2017-08-27,0,15,213,3,1,0,1,,Group with kids,,,,,,,,,,,,,,BVAG,DIR-SEA,Direct,DIR-SEA,,,,,,,,,www.belvilla.de,cpc|google|1.DE_B_corporate_exact||Belvilla,,,,Online,,BV,DE,4244631,mönchengladbach,DE,Germany,DE,41236,0.0,No,Partikulier,2017-01-11,DE,10053.0,Yes,,,,,,,DE-97633-01
75298163,,O-VV,Option expired,,2015-01-04,2015-01-04,2015-03-20,2015-03-22,0,2,75,10,0,0,0,,Group,,,,,,,,,,,,,,BVAG,DIR-Direct-BaseDTI,Direct,DIR-Direct,,,,,,,,,www.belvilla.nl,direct-visit,,,,Online,,BV,NL,2971341,Maasland,NL,Netherlands,NL,3155bh,0.0,No,Partikulier,2015-01-04,NL,,Yes,,,,,,,NL-1787-18
